id,source,N1,gender,age,A5_tiktok,A5_shopee,A5_lazada,A5_facebook,A5_other,C1,education,occupation,income,relationship,D1,D2,D3,D4,D5,D6,EXP1,EXP2,EXP3,EXP4,EXP5,EXP6,IBT1,IBT2,IBT3,IBT4,IBT5,IBT6,IBT7,IBT8,IBT9,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,IMC1,SE1,SE2,SE3,SE4,SII1,SII2,SII3,SII4,IMC2,IPB1,IPB2,IPB3,IPB4,IPB5,IPB6,CONSIST1,MA1,MA2,MA3,TA1,TA2,TA3,MOOD1,MOOD2,FOMO1,FOMO2,FOMO3,completed_t2
192,1,huhuhuhu,0,20,1,0,1,0,0,1,3,1,3.0,3,1.0,3.0,2.0,4.0,4.0,3.0,8,3.0,2.0,0.0,3.0,1.0,5.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,6.0,5.0,4.0,7.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,4.0,3.0,5.0,5.0,5.0,5.0,6.0,9,4.0,5.0,2.0,3.0,5.0,1.0,3.0,7.0,2.0,7.0,2.0,7.0,2.0,3.0,2.0,4.0,3.0,0
193,1,HV2001,0,19,1,0,0,0,0,1,1,2,1.0,1,1.0,2.0,1.0,3.0,3.0,4.0,2,2.4,2.0,2.0,2.0,4.0,6.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,4.0,5.0,3.0,6.0,1.0,7,4.0,4.0,6.0,3.0,1.0,5.0,2.0,4.0,2.0,6.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,0
194,1,HV2112,2,25,1,1,0,0,0,1,1,2,1.0,2,1.0,1.0,1.0,1.0,4.0,2.0,10,1.0,2.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,6.0,7.0,7.0,6.0,3.0,6.0,4.0,4.0,1.0,7.0,7.0,4.0,6.0,7.0,6.0,5.0,2.0,5.0,5.0,7.0,1.0,7.0,4.0,6.0,1.0,6.0,1.0,3,3.0,2.0,1.0,7.0,1.0,2.0,3.0,6.0,2.0,1.0,7.0,1.0,3.0,2.0,4.0,5.0,5.0,0
195,1,IH1901,0,22,0,0,1,0,0,2,3,1,,1,3.0,2.0,2.0,1.0,5.0,3.0,12,1.8,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,2.0,4.0,6.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,1.0,1,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,0
196,1,iiii,0,20,1,1,0,0,0,2,3,1,1.0,2,1.0,1.0,1.0,0.0,1.0,3.0,0,1.2,1.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1,1.0,0.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,0
197,1,iiiii,0,19,1,0,0,1,0,2,2,2,3.0,2,1.0,2.0,4.0,1.0,2.0,2.0,5,9.7,4.0,6.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,7.0,5.0,4.0,5.0,5.0,7.0,5.0,4.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,1.0,1,3.0,1.0,4.0,4.0,4.0,6.0,4.0,5.0,3.0,1.0,4.0,7.0,2.0,3.0,3.0,3.0,1.0,0
198,1,iiiiii,0,20,1,1,0,0,0,2,3,2,2.0,1,1.0,4.0,5.0,4.0,5.0,0.0,1,12.3,5.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,6.0,2.0,5.0,4.0,3.0,3.0,6.0,4.0,4.0,3.0,3.0,7.0,2.0,4.0,3.0,5.0,7.0,6.0,5.0,4.0,4.0,4.0,4.0,3.0,6.0,2.0,6.0,2.0,2,3.0,5.0,3.0,4.0,1.0,2.0,3.0,6.0,6.0,5.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,0
199,0,IL2009,0,30,0,0,1,1,0,1,3,3,2.0,2,3.0,3.0,3.0,1.0,4.0,4.0,11,3.7,2.0,8.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,7.0,5.0,1.0,1,1.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,6.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,1
200,0,IO3107,2,33,0,0,1,1,0,2,4,3,4.0,3,3.0,4.0,4.0,3.0,1.0,0.0,10,2.4,3.0,6.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,6.0,4.0,5.0,2.0,3.0,4.0,5.0,6.0,6.0,3.0,6.0,3.0,6.0,6.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,7.0,6.0,5.0,6.0,1.0,2,5.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,1
201,0,IS0202,2,25,1,0,1,0,0,2,3,3,2.0,2,1.0,2.0,2.0,1.0,4.0,5.0,8,2.4,2.0,6.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,2.0,4.0,6.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,7.0,5.0,5.0,5.0,3.0,6.0,3.0,4.0,6.0,5.0,2.0,1,3.0,2.0,4.0,4.0,2.0,4.0,5.0,1.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,1
202,1,IV1108,1,21,1,1,1,0,0,1,2,1,2.0,2,1.0,3.0,4.0,3.0,2.0,5.0,9,4.0,4.0,12.0,3.0,3.0,5.0,3.0,2.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0,6.0,6.0,4.0,7.0,5.0,6.0,2.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,2.0,5,2.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,0
203,1,jjjj,0,18,0,0,0,1,0,1,3,1,3.0,1,4.0,1.0,1.0,1.0,5.0,4.0,4,1.0,2.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,9,2.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,0
204,1,jjjjj,0,19,0,1,0,0,0,1,3,1,2.0,1,2.0,4.0,4.0,2.0,3.0,3.0,10,3.8,3.0,8.0,4.0,3.0,7.0,6.0,4.0,4.0,7.0,4.0,4.0,3.0,4.0,2.0,5.0,6.0,6.0,5.0,4.0,7.0,3.0,5.0,4.0,2.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,2,2.0,4.0,5.0,4.0,4.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,0
205,1,JT1212,0,22,1,0,0,0,0,1,3,2,1.0,1,1.0,2.0,4.0,1.0,2.0,1.0,9,7.9,3.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,3.0,2.0,3.0,6.0,5.0,3.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,4.0,2.0,5,0.0,0.0,2.0,1.0,1.0,3.0,2.0,6.0,2.0,5.0,2.0,5.0,1.0,2.0,2.0,2.0,4.0,0
206,0,JZ1112,2,28,1,1,0,1,0,1,2,2,4.0,2,2.0,3.0,2.0,1.0,4.0,2.0,14,2.8,2.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,6.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,1.0,1,2.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,2.0,2.0,3.0,5.0,2.0,1
207,1,kaka,0,22,1,0,0,1,0,2,3,1,1.0,2,1.0,2.0,4.0,1.0,2.0,3.0,12,6.6,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,2.0,0
208,1,kakaka,0,22,0,0,1,0,0,1,3,1,1.0,1,3.0,3.0,3.0,3.0,2.0,2.0,14,5.5,5.0,12.0,4.0,4.0,5.0,3.0,6.0,5.0,2.0,4.0,2.0,4.0,6.0,1.0,6.0,5.0,5.0,5.0,4.0,5.0,2.0,6.0,4.0,5.0,4.0,4.0,5.0,7.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1,0.0,2.0,2.0,2.0,2.0,7.0,3.0,7.0,3.0,5.0,6.0,4.0,4.0,3.0,1.0,3.0,1.0,0
209,1,kakakaka,0,20,0,1,0,0,0,2,3,1,1.0,1,2.0,2.0,3.0,2.0,3.0,4.0,15,7.3,5.0,7.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,5.0,6.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,6.0,1.0,7.0,5.0,4.0,7.0,4.0,5.0,5.0,4.0,6.0,5.0,3.0,6.0,3.0,3.0,3.0,10,4.0,2.0,5.0,4.0,5.0,4.0,3.0,6.0,4.0,2.0,4.0,6.0,4.0,4.0,2.0,2.0,3.0,0
210,0,KE0911,2,26,1,0,1,0,0,2,4,1,3.0,2,1.0,3.0,3.0,1.0,3.0,1.0,2,5.1,2.0,6.0,3.0,2.0,3.0,5.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,6.0,5.0,1.0,0,1.0,0.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,1
211,0,KE2201,2,28,0,1,1,1,0,2,3,3,5.0,1,2.0,3.0,3.0,2.0,4.0,2.0,6,4.8,3.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1,2.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,1
212,0,KF0603,2,28,0,1,0,0,0,3,3,2,1.0,3,2.0,2.0,2.0,1.0,4.0,2.0,5,3.5,2.0,1.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,6.0,2.0,3.0,3.0,5.0,5.0,3.0,4.0,2.0,1.0,6.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,1.0,2,1.0,0.0,3.0,1.0,4.0,2.0,4.0,4.0,5.0,3.0,7.0,3.0,4.0,3.0,4.0,3.0,3.0,1
213,0,KH2211,2,24,0,0,1,1,0,1,3,3,5.0,1,4.0,2.0,1.0,0.0,3.0,3.0,4,1.5,1.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,6.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,6.0,4.0,4.0,3.0,4.0,4.0,1.0,3,1.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,1
214,0,KH2801,2,28,1,1,0,1,0,2,3,3,4.0,2,2.0,2.0,3.0,1.0,5.0,2.0,20,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,5.0,1.0,2,3.0,2.0,5.0,5.0,5.0,5.0,6.0,2.0,6.0,5.0,2.0,5.0,4.0,4.0,3.0,4.0,2.0,0
215,1,kkk,0,21,0,0,0,1,0,3,3,1,1.0,2,4.0,2.0,1.0,4.0,1.0,0.0,12,6.7,1.0,0.0,2.0,2.0,5.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0,6.0,4.0,4.0,6.0,3.0,5.0,5.0,1.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,3.0,5.0,5.0,5.0,3.0,6,5.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,0
216,1,kkkk,0,21,1,0,0,1,0,2,1,1,1.0,1,1.0,2.0,3.0,2.0,3.0,2.0,4,1.9,2.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,6.0,7.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,2.0,2,2.0,0.0,3.0,2.0,3.0,3.0,1.0,6.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,0
217,1,kkkkk,0,20,1,1,0,0,0,1,3,4,2.0,2,1.0,1.0,1.0,3.0,2.0,0.0,1,1.2,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,0,4.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,0
218,1,kkkkkk,0,22,1,0,1,0,0,1,3,2,1.0,1,1.0,3.0,3.0,3.0,3.0,4.0,3,4.2,4.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,6.0,5.0,5.0,5.0,4.0,4.0,7.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,7.0,3.0,3.0,3.0,5.0,4.0,5.0,7.0,13,2.0,3.0,7.0,5.0,4.0,3.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,0
219,0,KO0809,2,29,1,1,0,1,0,2,3,3,1.0,1,2.0,3.0,2.0,3.0,5.0,4.0,6,2.8,2.0,7.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,6.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,6.0,1.0,0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,6.0,2.0,2.0,2.0,4.0,4.0,5.0,1
220,1,KP2997,2,22,0,1,0,0,0,2,3,1,1.0,1,1.0,2.0,1.0,1.0,3.0,3.0,4,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,7.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,2,1.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,0
221,0,kpi100,2,30,0,1,0,1,0,2,1,2,2.0,4,4.0,3.0,2.0,0.0,5.0,2.0,14,5.9,2.0,3.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,6.0,4.0,5.0,5.0,2.0,4.0,7.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,1.0,0,0.0,1.0,4.0,2.0,3.0,2.0,6.0,3.0,5.0,4.0,6.0,4.0,3.0,3.0,2.0,3.0,2.0,1
222,0,KS1712,0,26,0,1,0,0,0,2,3,2,1.0,3,2.0,3.0,3.0,1.0,5.0,1.0,20,3.7,2.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,6.0,5.0,5.0,5.0,4.0,6.0,3.0,7.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,1.0,0,0.0,1.0,2.0,3.0,3.0,4.0,3.0,7.0,3.0,1.0,7.0,2.0,4.0,2.0,3.0,3.0,2.0,1
223,1,KS1811,1,19,1,1,1,0,0,2,2,2,2.0,1,1.0,2.0,1.0,0.0,5.0,0.0,10,1.0,1.0,10.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,6.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0,0.0,0.0,1.0,1.0,1.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,0
224,0,KU1609,2,26,0,0,1,0,0,2,1,3,6.0,2,3.0,1.0,1.0,2.0,5.0,5.0,16,2.3,1.0,2.0,1.0,2.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,2.0,6.0,3.0,5.0,6.0,4.0,6.0,2.0,5.0,1.0,7.0,3.0,4.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,1.0,13,2.0,5.0,3.0,4.0,5.0,4.0,7.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,1
225,0,KY1405,2,31,1,1,1,0,0,2,1,3,2.0,2,2.0,2.0,2.0,3.0,2.0,5.0,21,4.3,3.0,6.0,3.0,3.0,6.0,4.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,3.0,5.0,7.0,4.0,4.0,2.0,7.0,4.0,6.0,5.0,2.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,5.0,5.0,5.0,7.0,1.0,2,4.0,5.0,4.0,4.0,6.0,4.0,3.0,6.0,4.0,2.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,1
226,0,KY2204,0,32,1,0,0,0,0,1,1,5,1.0,1,1.0,,4.0,4.0,2.0,5.0,24,22.9,5.0,2.0,5.0,4.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,6.0,4.0,4.0,5.0,3.0,6.0,2.0,5.0,7.0,5.0,7.0,7.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,6.0,5.0,1.0,1,5.0,5.0,6.0,6.0,7.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,1
227,0,LA0907,2,26,0,1,0,0,0,2,4,3,6.0,2,2.0,2.0,2.0,2.0,2.0,3.0,5,2.2,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,1
228,0,LD0704,2,29,0,1,0,0,0,1,3,3,4.0,3,1.0,1.0,1.0,1.0,3.0,3.0,3,0.25,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,6.0,4.0,5.0,3.0,1.0,1,2.0,1.0,3.0,3.0,6.0,2.0,6.0,3.0,5.0,4.0,3.0,6.0,4.0,5.0,3.0,4.0,3.0,0
229,0,LE0904,1,25,1,1,0,0,0,1,2,3,2.0,2,2.0,2.0,2.0,0.0,3.0,3.0,8,3.0,2.0,0.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,6.0,5.0,3.0,6.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,3.0,2.0,3.0,3.0,1.0,0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,2.0,4.0,4.0,2.0,3.0,3.0,1
230,0,LE1804,2,24,1,0,0,0,0,2,2,3,4.0,3,1.0,3.0,4.0,2.0,3.0,5.0,7,2.4,3.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,2.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,1.0,3,2.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,1
231,0,LI0104,1,23,1,0,0,0,0,2,1,3,6.0,1,1.0,2.0,1.0,0.0,5.0,2.0,3,2.1,1.0,0.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0,5.0,6.0,5.0,5.0,2.0,7.0,2.0,3.0,6.0,1.0,6.0,6.0,5.0,4.0,6.0,6.0,3.0,7.0,6.0,4.0,6.0,2.0,0,0.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,1
232,0,link01,2,23,1,1,0,0,0,1,4,1,2.0,2,2.0,,5.0,4.0,3.0,5.0,34,17.9,5.0,19.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,7.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,18,5.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,3.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,1
233,0,list01,1,24,1,0,0,0,0,2,3,6,2.0,1,1.0,3.0,3.0,0.0,1.0,3.0,14,10.9,3.0,15.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,7.0,3.0,5.0,3.0,3.0,6.0,3.0,1.0,7.0,4.0,4.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,5,1.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1
234,1,lkjh,0,20,1,0,0,1,0,2,3,1,2.0,2,1.0,1.0,1.0,3.0,2.0,4.0,4,4.6,1.0,0.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,7.0,4.0,6.0,5.0,4.0,5.0,4.0,2,1.0,5.0,4.0,4.0,5.0,1.0,4.0,6.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,0
235,1,lkjhgf,0,19,1,0,0,0,0,1,1,2,1.0,1,1.0,1.0,3.0,3.0,3.0,4.0,5,2.8,2.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,6.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,1.0,6.0,2.0,5.0,5.0,1.0,0,3.0,2.0,5.0,3.0,5.0,2.0,1.0,7.0,2.0,3.0,1.0,5.0,4.0,4.0,4.0,3.0,1.0,0
236,1,LL2408,0,21,1,1,0,0,0,2,3,2,2.0,1,1.0,2.0,2.0,1.0,2.0,2.0,3,1.0,2.0,2.0,3.0,2.0,6.0,3.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,4.0,3.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,6.0,3.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,0
237,0,LN1306,1,35,0,0,0,1,0,2,4,1,3.0,2,4.0,,5.0,0.0,4.0,3.0,31,18.1,5.0,34.0,5.0,3.0,4.0,6.0,3.0,6.0,6.0,6.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,3.0,4.0,2.0,2,2.0,2.0,3.0,2.0,2.0,5.0,2.0,6.0,3.0,5.0,5.0,6.0,4.0,4.0,2.0,1.0,1.0,1
238,0,LO0209,2,30,0,1,0,1,0,1,2,3,2.0,1,4.0,2.0,1.0,1.0,4.0,3.0,5,2.6,2.0,1.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,6.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4,2.0,2.0,4.0,3.0,6.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,1
239,0,LO0811,2,24,0,1,0,0,0,2,4,3,3.0,3,2.0,4.0,4.0,1.0,5.0,5.0,36,8.0,3.0,6.0,4.0,3.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,3.0,6.0,3.0,7.0,5.0,6.0,7.0,2.0,7.0,1.0,7.0,6.0,1.0,7.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,3.0,4.0,3.0,1.0,4,3.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,1
